N de Orden;Descripcion Ubicacion Tí©cnica;Descripcion Operacion
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;
6003255;ESMERALDA 302-400 Acera Par;6.A.Provisií_n y colocacií_n de material a
6003394;INCLAN 3401-3500 Calzada;
6003394;INCLAN 3401-3500 Calzada;
6003394;INCLAN 3401-3500 Calzada;
6003394;INCLAN 3401-3500 Calzada;
6003394;INCLAN 3401-3500 Calzada;
6003394;INCLAN 3401-3500 Calzada;
6003394;INCLAN 3401-3500 Calzada;
6003394;INCLAN 3401-3500 Calzada;Prov. Coloc. Mat. Asf. Incluye limpieza
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;
6003413;CADIZ 3701-3799 Acera Impar;11.A.Cierre de Aperturas de Servicios Pu
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;
6004239;JURAMENTO 3002-3100 Acera Par;6.A.Provisií_n y colocacií_n de material a
6004733;CERRITO 2-100 Acera Par;
6004733;CERRITO 2-100 Acera Par;
6004733;CERRITO 2-100 Acera Par;6.A.Provisií_n y colocacií_n de material a
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;
6004771;MELINCUE 3102-3200 Acera Par;6.A.Provisií_n y colocacií_n de material a
6004986;PUEYRREDON AV. 801-900 Calzada;
6004986;PUEYRREDON AV. 801-900 Calzada;
6004986;PUEYRREDON AV. 801-900 Calzada;
6004986;PUEYRREDON AV. 801-900 Calzada;
6004986;PUEYRREDON AV. 801-900 Calzada;
6004986;PUEYRREDON AV. 801-900 Calzada;
6004986;PUEYRREDON AV. 801-900 Calzada;12.A.Bacheo superficial con carpeta tipo
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;
6005101;25 DE MAYO 701-800 Calzada;Cierre de aperturas de empresas de servi
6005101;25 DE MAYO 701-800 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6005113;MOCTEZUMA 1401-1450 Calzada;2.C.Levantamiento y retiro de materiales
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;2.C.Levantamiento y retiro de materiales
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;2.C.Levantamiento y retiro de materiales
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;3.A.Movimiento de suelos. Excavacií_n de
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;3.A.Movimiento de suelos. Excavacií_n de
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;3.B.Movimiento de suelo. Saniamiento inc
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;3.B.Movimiento de suelo. Saniamiento inc
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;5.A.Construccií_n de sub bases y bases. D
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;5.A.Construccií_n de sub bases y bases. D
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;7.A.Construccií_n y/o reparacií_n de pavim
6005151;BONIFACIO, JOSE 3202-3300 Acera Par;7.A.Construccií_n y/o reparacií_n de pavim
6005202;PUEYRREDON AV. 201-300 Calzada;
6005202;PUEYRREDON AV. 201-300 Calzada;
6005202;PUEYRREDON AV. 201-300 Calzada;
6005202;PUEYRREDON AV. 201-300 Calzada;
6005202;PUEYRREDON AV. 201-300 Calzada;12.A.Bacheo superficial con carpeta tipo
6005210;LASCANO 6642-6700 Acera Par;
6005210;LASCANO 6642-6700 Acera Par;
6005210;LASCANO 6642-6700 Acera Par;
6005210;LASCANO 6642-6700 Acera Par;
6005210;LASCANO 6642-6700 Acera Par;
6005210;LASCANO 6642-6700 Acera Par;
6005210;LASCANO 6642-6700 Acera Par;
6005210;LASCANO 6642-6700 Acera Par;6.A.Provisií_n y colocacií_n de material a
6005254;MOLDES 2002-2100 Acera Par;12.A.Bacheo superficial con carpeta tipo
6005340;PINO, Virrey del 3622-3700 Acera Par;12.A.Bacheo superficial con carpeta tipo
6005718;ARREGUI 5401-5500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6005914;VALLEJOS 4701-4800 Calzada;12.A.Bacheo superficial con carpeta tipo
6006048;ACHAVAL 602-700 Acera Par;
6006048;ACHAVAL 602-700 Acera Par;
6006048;ACHAVAL 602-700 Acera Par;
6006048;ACHAVAL 602-700 Acera Par;
6006048;ACHAVAL 602-700 Acera Par;
6006048;ACHAVAL 602-700 Acera Par;
6006048;ACHAVAL 602-700 Acera Par;
6006048;ACHAVAL 602-700 Acera Par;11.A.Cierre de Aperturas de Servicios Pu
6006157;ACUíïA DE FIGUEROA,  901-1000 Calzada;
6006157;ACUíïA DE FIGUEROA,  901-1000 Calzada;
6006157;ACUíïA DE FIGUEROA,  901-1000 Calzada;
6006157;ACUíïA DE FIGUEROA,  901-1000 Calzada;7.B.Construccií_n y/o reparacií_n de pavim
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;
6006209;URIBURU JOSE E., Pres. 702-800 Acera Par;12.A.Bacheo superficial con carpeta tipo
6006254;CANDELARIA 101-200 Calzada;
6006254;CANDELARIA 101-200 Calzada;
6006254;CANDELARIA 101-200 Calzada;12.A.Bacheo superficial con carpeta tipo
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;
6006301;CANDELARIA 1-100 Calzada;12.A.Bacheo superficial con carpeta tipo
6006317;GONZALEZ, JOAQUIN V. 101-173 Calzada;
6006317;GONZALEZ, JOAQUIN V. 101-173 Calzada;
6006317;GONZALEZ, JOAQUIN V. 101-173 Calzada;
6006317;GONZALEZ, JOAQUIN V. 101-173 Calzada;12.A.Bacheo superficial con carpeta tipo
6006776;CARRIL, SALVADOR MARIA AV. 2652-2700 Par;
6006776;CARRIL, SALVADOR MARIA AV. 2652-2700 Par;
6006776;CARRIL, SALVADOR MARIA AV. 2652-2700 Par;
6006776;CARRIL, SALVADOR MARIA AV. 2652-2700 Par;
6006776;CARRIL, SALVADOR MARIA AV. 2652-2700 Par;
6006776;CARRIL, SALVADOR MARIA AV. 2652-2700 Par;12.A.Bacheo superficial con carpeta tipo
6006776;CARRIL, SALVADOR MARIA AV. 2652-2700 Par;6.B.Provisií_n y colocacií_n de material a
6007065;SCHMIDL, ULRICO 5501-5600 Calzada;
6007065;SCHMIDL, ULRICO 5501-5600 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;
6007105;SOLDADO DE LA FRONTERA AV. 4926-5100 Cal;11.A.Cierre de Aperturas de Servicios Pu
6007347;CERVANTES 1201-1250 Calzada;
6007347;CERVANTES 1201-1250 Calzada;
6007347;CERVANTES 1201-1250 Calzada;
6007347;CERVANTES 1201-1250 Calzada;
6007347;CERVANTES 1201-1250 Calzada;
6007347;CERVANTES 1201-1250 Calzada;
6007347;CERVANTES 1201-1250 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007581;MOCTEZUMA 1301-1400 Calzada;
6007581;MOCTEZUMA 1301-1400 Calzada;2.C.Levantamiento y retiro de materiales
6007589;MOCTEZUMA 1251-1300 Calzada;7.A.Construccií_n y/o reparacií_n de pavim
6007646;IBERA 4401-4500 Calzada;
6007646;IBERA 4401-4500 Calzada;
6007646;IBERA 4401-4500 Calzada;
6007646;IBERA 4401-4500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007687;ARTILLEROS 2101-2200 Calzada;Levantamiento, recoleccion y nivelacion
6007690;ARTILLEROS 2201-2300 Calzada;Levantamiento, recoleccion y nivelacion
6007691;ARTILLEROS 2301-2350 Calzada;
6007691;ARTILLEROS 2301-2350 Calzada;
6007691;ARTILLEROS 2301-2350 Calzada;
6007691;ARTILLEROS 2301-2350 Calzada;Sellado de juntas y fisuras en pavimento
6007692;JURAMENTO 601-700 Calzada;Sellado de juntas y fisuras en pavimento
6007695;ARTILLEROS 2351-2400 Calzada;Sellado de juntas y fisuras en pavimento
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;
6007733;RONDEAU 3401-3500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;
6007740;BILLINGHURST 2101-2200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007747;MANSILLA, LUCIO,  3101-3200 Calzada;
6007747;MANSILLA, LUCIO,  3101-3200 Calzada;
6007747;MANSILLA, LUCIO,  3101-3200 Calzada;
6007747;MANSILLA, LUCIO,  3101-3200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007751;JUNCAL 1902-2000 Calzada;
6007751;JUNCAL 1902-2000 Calzada;
6007751;JUNCAL 1902-2000 Calzada;
6007751;JUNCAL 1902-2000 Calzada;
6007751;JUNCAL 1902-2000 Calzada;
6007751;JUNCAL 1902-2000 Calzada;
6007751;JUNCAL 1902-2000 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007805;URIBURU JOSE E., Pres. 301-400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007809;CHILE 1901-2000 Calzada;
6007809;CHILE 1901-2000 Calzada;
6007809;CHILE 1901-2000 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;1.1.Seí±alizacií_n y balizamiento general
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;10.1.Demarcacií_n horizontal. Pintura ter
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;10.2.Demarcacií_n horizontal. Pintura acr
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;2.A.Levantamiento y retiro de materiales
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;2.B.Levantamiento y retiro de materiales
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;2.C.Levantamiento y retiro de materiales
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;2.D.Levantamiento y retiro de materiales
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;3.A.Movimiento de suelos. Excavacií_n de
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;3.B.Movimiento de suelo. Saniamiento inc
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;3.C.Movimiento de suelos.  Saniamiento a
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;4.A.Levantamiento y recoleccií_n. Pavimen
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;4.B.a.Levantamiento y recolocacií_n de co
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;4.B.b.Levantamiento y recolocacií_n de co
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;5.A.Construccií_n de sub bases y bases. D
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;5.B.a.Construccií_n de sub bases y bases
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;5.B.b.Construccií_n de sub bases y bases
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;6.A.Provisií_n y colocacií_n de material a
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;6.B.Provisií_n y colocacií_n de material a
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;6.C.Provisií_n y colocacií_n de material a
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;6.D.Provisií_n y colocacií_n de material a
6007902;ROCA, CNEL. AV. 5902-6000 Calzada;6.E.Provisií_n y colocacií_n de material a
6007980;SUCRE ANTONIO JOSE de Mcal 4401-4500 Cal;
6007980;SUCRE ANTONIO JOSE de Mcal 4401-4500 Cal;
6007980;SUCRE ANTONIO JOSE de Mcal 4401-4500 Cal;6.A.Provisií_n y colocacií_n de material a
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;
6007990;BULNES 901-1000 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6008050;CASEROS AV. 1302-1400 Acera Par;Cierre de aperturas de empresas de servi
6008053;GALLARDO, ANGEL AV. 60-72 Calzada;
6008053;GALLARDO, ANGEL AV. 60-72 Calzada;
6008053;GALLARDO, ANGEL AV. 60-72 Calzada;
6008053;GALLARDO, ANGEL AV. 60-72 Calzada;
6008053;GALLARDO, ANGEL AV. 60-72 Calzada;
6008053;GALLARDO, ANGEL AV. 60-72 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6008057;GAONA AV. 3301-3400 Calzada;1. Provisií_n y aplicacií_n de material te
6008058;GAONA AV. 2401-2500 Calzada;1. Provisií_n y aplicacií_n de material te
6008060;GAONA AV. 2301-2400 Calzada;1. Provisií_n y aplicacií_n de material te
6008061;GAONA AV. 3201-3300 Calzada;Prov. Coloc. Mat. Asf. Incluye limpieza
6008062;GAONA AV. 1201-1306 Calzada;1. Provisií_n y aplicacií_n de material te
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;
6008065;DIRECTORIO AV. 1101-1200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;
6008066;YAPEYU 501-600 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6008295;ARTIGAS MANUEL de 6802-6900 Acera Par;
6008295;ARTIGAS MANUEL de 6802-6900 Acera Par;
6008295;ARTIGAS MANUEL de 6802-6900 Acera Par;6.A.Provisií_n y colocacií_n de material a
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;
6008692;MONTIEL 1401-1500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009067;PERON, EVA AV. 3101-3200 Calzada;1. Provisií_n y aplicacií_n de material te
6009077;GARCIA GRANDE DE ZEQUEIRA 7659-7700 Cal;1. Provisií_n y aplicacií_n de material te
6009090;PRINGLES 401-500 Calzada;
6009090;PRINGLES 401-500 Calzada;
6009090;PRINGLES 401-500 Calzada;
6009090;PRINGLES 401-500 Calzada;
6009090;PRINGLES 401-500 Calzada;
6009090;PRINGLES 401-500 Calzada;
6009090;PRINGLES 401-500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009170;BYNNON 6801-6850 Calzada;
6009170;BYNNON 6801-6850 Calzada;
6009170;BYNNON 6801-6850 Calzada;
6009170;BYNNON 6801-6850 Calzada;
6009170;BYNNON 6801-6850 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;
6009199;GUARDIA VIEJA 4401-4500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;
6009216;BYNNON 6951-7000 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;
6009221;INDEPENDENCIA AV. 3301-3400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009226;SAN JOSE DE CALASANZ 201-299 Acera Impar;
6009226;SAN JOSE DE CALASANZ 201-299 Acera Impar;
6009226;SAN JOSE DE CALASANZ 201-299 Acera Impar;
6009226;SAN JOSE DE CALASANZ 201-299 Acera Impar;
6009226;SAN JOSE DE CALASANZ 201-299 Acera Impar;
6009226;SAN JOSE DE CALASANZ 201-299 Acera Impar;11.A.Cierre de Aperturas de Servicios Pu
6009255;ALVEAR AV. 2101-2200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009261;GARAY, JUAN DE AV. 1301-1400 Calzada;10.1.Demarcacií_n horizontal. Pintura ter
6009264;SUCRE ANTONIO JOSE de Mcal 4701-4800 Cal;6.A.Provisií_n y colocacií_n de material a
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;
6009440;MAGARIíïOS CERVANTES, A. 1902-2000  Par;12.A.Bacheo superficial con carpeta tipo
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;
6009592;POTOSI 4101-4200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009612;MORENO 801-900 Calzada;
6009612;MORENO 801-900 Calzada;
6009612;MORENO 801-900 Calzada;
6009612;MORENO 801-900 Calzada;
6009612;MORENO 801-900 Calzada;
6009612;MORENO 801-900 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009616;CEVALLOS, Virrey 1301-1400 Calzada;
6009616;CEVALLOS, Virrey 1301-1400 Calzada;
6009616;CEVALLOS, Virrey 1301-1400 Calzada;
6009616;CEVALLOS, Virrey 1301-1400 Calzada;
6009616;CEVALLOS, Virrey 1301-1400 Calzada;
6009616;CEVALLOS, Virrey 1301-1400 Calzada;
6009616;CEVALLOS, Virrey 1301-1400 Calzada;
6009616;CEVALLOS, Virrey 1301-1400 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009620;VENEZUELA 1101-1200 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009625;VENEZUELA 1201-1300 Calzada;6.A.Provisií_n y colocacií_n de material a
6009628;VENEZUELA 1401-1500 Calzada;6.A.Provisií_n y colocacií_n de material a
6009632;QUIRNO COSTA, NORBERTO,  1201-1300 Cal;
6009632;QUIRNO COSTA, NORBERTO,  1201-1300 Cal;
6009632;QUIRNO COSTA, NORBERTO,  1201-1300 Cal;
6009632;QUIRNO COSTA, NORBERTO,  1201-1300 Cal;
6009632;QUIRNO COSTA, NORBERTO,  1201-1300 Cal;11.A.Cierre de Aperturas de Servicios Pu
6009634;OBLIGADO RAFAEL, Av.Cost.1101-1150 Cal;
6009634;OBLIGADO RAFAEL, Av.Cost.1101-1150 Cal;
6009634;OBLIGADO RAFAEL, Av.Cost.1101-1150 Cal;11.A.Cierre de Aperturas de Servicios Pu
6009640;DEAN FUNES 1401-1500 Calzada;
6009640;DEAN FUNES 1401-1500 Calzada;
6009640;DEAN FUNES 1401-1500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009642;SAN JUAN AV. 2701-2800 Calzada;
6009642;SAN JUAN AV. 2701-2800 Calzada;
6009642;SAN JUAN AV. 2701-2800 Calzada;
6009642;SAN JUAN AV. 2701-2800 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
6009643;ALSINA, ADOLFO 2501-2600 Calzada;
